Voucher Number,Vendor ID,Vendor Name,G/L Date,Expense Category,Amount
00006373,0000032152,NORTHEAST CHAPTER AMERICAN,01/21/2015 12:00:00 AM,Dues & Subs,$50.00
00006389,0000013614,PULLMAN & COMLEY LLC,01/21/2015 12:00:00 AM,Consultant Services,$18489.50
00006378,0000010072,THE CONNECTICUT WATER CO,01/21/2015 12:00:00 AM,Water Utility,$1944.85
00006379,0000010072,THE CONNECTICUT WATER CO,01/21/2015 12:00:00 AM,Water Utility,$157.32
00006393,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,01/22/2015 12:00:00 AM,Spraying Insecticides,$48.00
00006407,0000117923,BULLEX DIGITAL SAFETY,01/22/2015 12:00:00 AM,Mechanic's Tools,$159.83
00006392,0000157701,COFFEE EXPRESS LTD,01/22/2015 12:00:00 AM,Rental equipment,$149.94
00006391,0000010004,CONNECTICUT COMMUNITY PROVIDERS,01/22/2015 12:00:00 AM,Laundry Services,$441.41
00006398,0000015900,COX COMMUNICATIONS,01/22/2015 12:00:00 AM,Telephone,$409.99
00006399,0000015900,COX COMMUNICATIONS,01/22/2015 12:00:00 AM,Telephone,$519.99
00006404,0000011284,CROUSE-HINDS AIRPORT LIGHTING PRODUCTS,01/22/2015 12:00:00 AM,Elect Suppl light,$1132.80
00006405,0000011284,CROUSE-HINDS AIRPORT LIGHTING PRODUCTS,01/22/2015 12:00:00 AM,Elect Suppl light,$748.80
00006406,0000019145,CRYOTECH DEICING TECHNOLOGY,01/22/2015 12:00:00 AM,Anti-Freeze,$19152.00
00006400,0000010020,EAST RIVER ENERGY INC,01/22/2015 12:00:00 AM,Diesel Fuel,$3433.31
00006390,0000010003,EVERSOURCE CL&P,01/22/2015 12:00:00 AM,Utility: electricity,$41.28
00006410,0000154629,EXELIS INC,01/22/2015 12:00:00 AM,EDP Hardware Maint,$29528.50
00006418,0000011354,GARRITY ASPHALT RECLAIMING INC,01/22/2015 12:00:00 AM,Rental Trucks/Vehicle,$14550.00
00006419,0000012431,JV III CONSTRUCTION,01/22/2015 12:00:00 AM,Rental Trucks/Vehicle,$4117.50
00006395,0000088392,MC MANAGEMENT INC,01/22/2015 12:00:00 AM,Replace Parts building,$664.20
00006420,0000010268,MURPHY SECURITY SERVICE LLC,01/22/2015 12:00:00 AM,"Fees, Non-Professional",$21874.00
00006402,0000011627,OVERHEAD DOOR CO,01/22/2015 12:00:00 AM,Replace Parts building,$5125.18
00006408,0000017232,SOCIETY FOR HUMAN RESOURCE MNMT,01/22/2015 12:00:00 AM,Dues & Subs,$190.00
00006394,0000010009,SUBURBAN STATIONERS INC,01/22/2015 12:00:00 AM,Office Supplies,$339.77
00006396,0000010009,SUBURBAN STATIONERS INC,01/22/2015 12:00:00 AM,Office Supplies,$263.08
00006397,0000010009,SUBURBAN STATIONERS INC,01/22/2015 12:00:00 AM,Office Supplies,$174.17
00006403,0000010009,SUBURBAN STATIONERS INC,01/22/2015 12:00:00 AM,Office Supplies,$22.93
00006409,0000010038,THE HARTFORD COURANT,01/22/2015 12:00:00 AM,Advertising,$3740.00
00006411,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$7518.00
00006412,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$5920.00
00006413,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$962.00
00006414,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$480.00
00006415,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$240.00
00006416,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$240.00
00006417,0000010101,USA HAULING & RECYCLING INC,01/22/2015 12:00:00 AM,Trash Removal,$240.00
00006401,0000010006,XEROX GOVERNMENT SYSTEMS LLC,01/22/2015 12:00:00 AM,Rental equipment,$719.00
00006421,0000010256,ALTURA COMM SOLUTIONS LLC,01/23/2015 12:00:00 AM,Telephone,$19317.25
00006425,0000159468,DENOVO,01/26/2015 12:00:00 AM,Consultant Services,$6028.00
00006422,0000010003,EVERSOURCE CL&P,01/26/2015 12:00:00 AM,Utility: electricity,$191.74
00006423,0000010003,EVERSOURCE CL&P,01/26/2015 12:00:00 AM,Utility: electricity,$520.66
00006424,0000010003,EVERSOURCE CL&P,01/26/2015 12:00:00 AM,Utility: electricity,$376.93
00006426,0000152366,WILLIS OF MASSACHUSETTS INC,01/26/2015 12:00:00 AM,Insurance: premiums,$290.00
00006427,0000152366,WILLIS OF MASSACHUSETTS INC,01/26/2015 12:00:00 AM,Insurance: premiums,$9386.00
00006449,0000150870,AIRGAS USA LLC,01/28/2015 12:00:00 AM,Natural gas,$11.25
00006450,0000150870,AIRGAS USA LLC,01/28/2015 12:00:00 AM,Medical Suppl,$48.75
00006428,0000000501,CITY OF GROTON,01/28/2015 12:00:00 AM,Utility: electricity,$272.39
00006445,0000010356,CONCENTRA MEDICAL CENTER,01/28/2015 12:00:00 AM,Medical Fees,$407.00
00006447,0000021332,CONN FIRE CHIEFS ASSN,01/28/2015 12:00:00 AM,Dues & Subs,$40.00
00006448,0000021332,CONN FIRE CHIEFS ASSN,01/28/2015 12:00:00 AM,Dues & Subs,$40.00
00006441,0000142447,COOPER CROUSE - HINDS AIRPORT LIGHTING,01/28/2015 12:00:00 AM,Elect Parts street light,$2452.92
00006434,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$111.37
00006435,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$249.00
00006436,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$11.98
00006437,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$1.99
00006438,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$19.96
00006439,0000010139,GENUINE PARTS COMPANY,01/28/2015 12:00:00 AM,"Blades, snow",$32.43
00006429,0000010124,GLOBAL PAYMENTS DIRECT INC,01/28/2015 12:00:00 AM,Fees,$67.18
00006430,0000010124,GLOBAL PAYMENTS DIRECT INC,01/28/2015 12:00:00 AM,Fees,$80.42
00006444,0000010165,GRANITE GROUP INDUSTRIAL SUPPLY,01/28/2015 12:00:00 AM,Plumb&Heat Suppl,$172.99
00006432,0000164334,JETBLUE AIRWAYS CORPORATION,01/28/2015 12:00:00 AM,Consultant Services,$75000.00
00006442,0000013536,MICROSOFT CORP,01/28/2015 12:00:00 AM,EDP Software License,$2084.00
00006443,0000013536,MICROSOFT CORP,01/28/2015 12:00:00 AM,EDP Software License,$25.00
00006440,0000012713,MODULAR SPACE CORPORATION,01/28/2015 12:00:00 AM,Rental equipment,$212.00
00006433,0000014265,MOTION INDUSTRIES INC,01/28/2015 12:00:00 AM,Plumb&Heat Suppl,$313.11
00006446,0000034087,SHERATON BRADLEY INTERNATIONAL,01/28/2015 12:00:00 AM,Food,$338.43
00006460,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,01/30/2015 12:00:00 AM,Contract Work buildings,$288.00
00006467,0000150870,AIRGAS USA LLC,01/30/2015 12:00:00 AM,Natural gas,$37.00
00006470,0000012872,C & C JANITORIAL SUPPLIES INC,01/30/2015 12:00:00 AM,Household Suppl,$44.84
00006455,0000010109,COMMUNITY RENEWAL TEAM INC,01/30/2015 12:00:00 AM,"Fees, Non-Professional",$1998.60
00006462,0000010249,F W WEBB COMPANY,01/30/2015 12:00:00 AM,Plumb&Heat Suppl,$1255.86
00006468,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,Clothing,$153.00
00006468,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,"Laundry, Clean",$33.53
00006468,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,Replace Parts equip,$196.48
00006468,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,MV Supplies,$11.88
00006468,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,small Tools,$73.00
00006469,0000010008,GRAINGER INDUSTRIAL SUPPLY,01/30/2015 12:00:00 AM,Elect Suppl building,$634.50
00006461,0000010830,HERB HOLDEN TRUCKING INC,01/30/2015 12:00:00 AM,Rental Trucks/Vehicle,$4441.50
00006453,0000013470,MCALL FASTENING SYSTEMS INC,01/30/2015 12:00:00 AM,General Plant Suppl,$286.48
00006454,0000013470,MCALL FASTENING SYSTEMS INC,01/30/2015 12:00:00 AM,General Plant Suppl,$286.48
00006474,0000013470,MCALL FASTENING SYSTEMS INC,01/30/2015 12:00:00 AM,General Plant Suppl,$930.04
00006458,0000010543,SHIPMANS FIRE EQUIP CO INC,01/30/2015 12:00:00 AM,Misc Oper Supp,$155.00
00006471,0000010543,SHIPMANS FIRE EQUIP CO INC,01/30/2015 12:00:00 AM,Rep & Serv tools and equip,$765.00
00006457,0000010009,SUBURBAN STATIONERS INC,01/30/2015 12:00:00 AM,Office Supplies,$106.57
00006464,0000010009,SUBURBAN STATIONERS INC,01/30/2015 12:00:00 AM,Office Supplies,$276.84
00006465,0000010009,SUBURBAN STATIONERS INC,01/30/2015 12:00:00 AM,Office Supplies,$31.00
00006463,0000160381,TEAM EAGLE INC,01/30/2015 12:00:00 AM,Replace Parts MV,$280.64
00006456,0000138383,TRANSDEV SERVICES INC,01/30/2015 12:00:00 AM,"Fees, Non-Professional",$33265.67
00006452,0000163873,TRI STATE EQUIPMENT REBUILDING INC,01/30/2015 12:00:00 AM,MV Supplies,$332.55
00006472,0000148008,TYCO INTEGRATED SECURITY LLC,01/30/2015 12:00:00 AM,Rep & Serv tools and equip,$748.33
00006473,0000148008,TYCO INTEGRATED SECURITY LLC,01/30/2015 12:00:00 AM,Rep & Serv tools and equip,$748.33
00006466,0000027563,UNITED PARCEL SERVICE,01/30/2015 12:00:00 AM,Mail,$64.20
00006459,0000010331,UTILITY COMMUNICATIONS INC,01/30/2015 12:00:00 AM,Rep & Serv tools and equip,$1966.90
00006476,DPSM1,DEPT OF PUBLIC SAFETY,02/03/2015 12:00:00 AM,"Fees, Non-Professional",$252703.75
00006477,DPSM1,DEPT OF PUBLIC SAFETY,02/03/2015 12:00:00 AM,"Fees, Non-Professional",$191781.00
00006478,DPSM1,DEPT OF PUBLIC SAFETY,02/03/2015 12:00:00 AM,Water Utility,$311.89
00006475,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/03/2015 12:00:00 AM,Natural gas,$1367.19
00006484,DOTM1,DEPT OF TRANSPORTATION,02/04/2015 12:00:00 AM,Diesel Fuel,$1966.52
00006479,0000010003,EVERSOURCE CL&P,02/04/2015 12:00:00 AM,Utility: electricity,$1410.87
00006480,0000010003,EVERSOURCE CL&P,02/04/2015 12:00:00 AM,Utility: electricity,$109.34
00006481,0000010003,EVERSOURCE CL&P,02/04/2015 12:00:00 AM,Utility: electricity,$2131.00
00006482,0000010003,EVERSOURCE CL&P,02/04/2015 12:00:00 AM,Utility: electricity,$1374.86
00006483,0000010003,EVERSOURCE CL&P,02/04/2015 12:00:00 AM,Utility: electricity,$647.91
00006485,0000010003,EVERSOURCE CL&P,02/06/2015 12:00:00 AM,Utility: electricity,$282.41
00006487,0000010011,A & A OFFICE SYSTEMS INC,02/09/2015 12:00:00 AM,Rental equipment,$1970.50
00006534,0000049731,AIRPORTS COUNCIL INTERNATIONAL,02/09/2015 12:00:00 AM,Dues & Subs,$22730.00
00006532,0000019177,AMER ASSN OF AIRPORT EXEC,02/09/2015 12:00:00 AM,Dues & Subs,$30000.00
00006548,0000010179,COMCAST,02/09/2015 12:00:00 AM,EDP Services (outside),$220.09
00006510,0000015900,COX COMMUNICATIONS,02/09/2015 12:00:00 AM,Telephone,$4394.77
00006509,0000024840,CP SYSTEMS LLC,02/09/2015 12:00:00 AM,Consultant Services,$11720.00
00006528,0000024840,CP SYSTEMS LLC,02/09/2015 12:00:00 AM,EDP Software License,$2114.77
00006529,0000024840,CP SYSTEMS LLC,02/09/2015 12:00:00 AM,Telephone,$1184.75
00006533,0000023663,DLT SOLUTIONS,02/09/2015 12:00:00 AM,EDP Software License,$1263.61
00006503,0000011602,ENVIRONMENTAL SERV INC,02/09/2015 12:00:00 AM,Contract Work buildings,$4714.00
00006518,0000010003,EVERSOURCE CL&P,02/09/2015 12:00:00 AM,Utility: electricity,$30.10
00006486,0000163145,FRONTIER COMMUNICATIONS OF CONNECTICUT,02/09/2015 12:00:00 AM,Telephone,$3682.11
00006520,0000011354,GARRITY ASPHALT RECLAIMING INC,02/09/2015 12:00:00 AM,Rental Trucks/Vehicle,$36325.00
00006507,0000142446,GENESIS LAMP CORP,02/09/2015 12:00:00 AM,Elect Parts street light,$2268.15
00006519,0000010139,GENUINE PARTS COMPANY,02/09/2015 12:00:00 AM,"Blades, snow",$99.10
00006521,0000010139,GENUINE PARTS COMPANY,02/09/2015 12:00:00 AM,"Blades, snow",$18.82
00006523,0000010139,GENUINE PARTS COMPANY,02/09/2015 12:00:00 AM,"Blades, snow",$71.90
00006530,0000010139,GENUINE PARTS COMPANY,02/09/2015 12:00:00 AM,"Blades, snow",$9.41
00006538,0000010139,GENUINE PARTS COMPANY,02/09/2015 12:00:00 AM,"Blades, snow",$179.67
00006524,0000010830,HERB HOLDEN TRUCKING INC,02/09/2015 12:00:00 AM,Rental Trucks/Vehicle,$9771.29
00006540,0000157293,HOYLE TANNER & ASSOCIATES INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$13470.52
00006541,0000157293,HOYLE TANNER & ASSOCIATES INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$19726.48
00006522,0000010301,INTERSTATE FORD TRUCK SALES INC DBA,02/09/2015 12:00:00 AM,Repr & Serv MV,$3013.53
00006508,0000010553,J & S RADIO SALES,02/09/2015 12:00:00 AM,Electrical Suppl,$140.00
00006549,0000011633,J H LAPIERRE JR & SON LLC,02/09/2015 12:00:00 AM,Contract Work buildings,$640.43
00006545,0000134501,JACOBS ENGINEERING GROUP INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$154.52
00006527,0000010465,JOHNSON CONTROLS INC,02/09/2015 12:00:00 AM,EDP Hardware Maint,$49666.66
00006527,0000010465,JOHNSON CONTROLS INC,02/09/2015 12:00:00 AM,Contract Work buildings,$28916.66
00006504,0000157450,KCR BRADLEY ASSOCIATES LLC,02/09/2015 12:00:00 AM,Rental buildings,$12533.33
00006525,0000012476,KONE INC,02/09/2015 12:00:00 AM,Contract Work buildings,$1713.23
00006526,0000012476,KONE INC,02/09/2015 12:00:00 AM,Contract Work buildings,$4452.00
00006505,0000014749,LAWNS BY MARCUS HILDITCH,02/09/2015 12:00:00 AM,Contract Maint Work,$12330.47
00006506,0000014749,LAWNS BY MARCUS HILDITCH,02/09/2015 12:00:00 AM,Contract Maint Work,$6768.10
00006543,0000011822,MATTERN CONSTRUCTION INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$157069.28
00006537,0000025243,MCFARLAND-JOHNSON INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$5441.81
00006539,0000025243,MCFARLAND-JOHNSON INC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$17740.07
00006488,0000010057,METROPOLITAN DISTRICT,02/09/2015 12:00:00 AM,Water Utility,$56.67
00006489,0000010057,METROPOLITAN DISTRICT,02/09/2015 12:00:00 AM,Sewer Utility,$80.95
00006531,0000010268,MURPHY SECURITY SERVICE LLC,02/09/2015 12:00:00 AM,"Fees, Non-Professional",$21874.00
00006546,0000010268,MURPHY SECURITY SERVICE LLC,02/09/2015 12:00:00 AM,"Fees, Non-Professional",$21874.00
00006514,0000011005,NATIONAL FIRE PROTECTION ASSN,02/09/2015 12:00:00 AM,EDP Software License,$1255.50
00006550,0000159152,O R COLAN ASSOCIATES OF FLORIDA LLC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$10271.65
00006551,0000159152,O R COLAN ASSOCIATES OF FLORIDA LLC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$15619.69
00006552,0000159152,O R COLAN ASSOCIATES OF FLORIDA LLC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$21632.36
00006553,0000159152,O R COLAN ASSOCIATES OF FLORIDA LLC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$14915.38
00006544,0000056519,RED TECHNOLOGIES LLC,02/09/2015 12:00:00 AM,CWIP: Capital Project Expense,$112296.50
00006536,0000034087,SHERATON BRADLEY INTERNATIONAL,02/09/2015 12:00:00 AM,Food,$310.19
00006501,0000010543,SHIPMANS FIRE EQUIP CO INC,02/09/2015 12:00:00 AM,Clothing,$1656.00
00006511,0000010009,SUBURBAN STATIONERS INC,02/09/2015 12:00:00 AM,Office Supplies,$57.30
00006490,0000010072,THE CONNECTICUT WATER CO,02/09/2015 12:00:00 AM,Water Utility,$44.11
00006491,0000010072,THE CONNECTICUT WATER CO,02/09/2015 12:00:00 AM,Water Utility,$26.55
00006535,0000138383,TRANSDEV SERVICES INC,02/09/2015 12:00:00 AM,"Fees, Non-Professional",$33343.82
00006547,0000027563,UNITED PARCEL SERVICE,02/09/2015 12:00:00 AM,Mail,$13.39
00006516,0000010101,USA HAULING & RECYCLING INC,02/09/2015 12:00:00 AM,Trash Removal,$5083.00
00006542,0000010006,XEROX GOVERNMENT SYSTEMS LLC,02/09/2015 12:00:00 AM,EDP Software License,$2375.00
00006557,0000000501,CITY OF GROTON,02/10/2015 12:00:00 AM,Utility: electricity,$2037.63
00006554,0000010043,CONNECTICUT NATURAL GAS CORP,02/10/2015 12:00:00 AM,Natural gas,$392.69
00006555,0000010043,CONNECTICUT NATURAL GAS CORP,02/10/2015 12:00:00 AM,Natural gas,$409.19
00006556,0000010043,CONNECTICUT NATURAL GAS CORP,02/10/2015 12:00:00 AM,Natural gas,$804.54
00006560,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$29.74
00006571,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$19.36
00006572,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$1032.65
00006573,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$56.27
00006574,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$111.26
00006575,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$2213.23
00006576,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$44.98
00006577,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$1700.69
00006589,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$414.10
00006590,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$323.85
00006591,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$66.56
00006592,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$366.48
00006593,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$189.80
00006594,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$559.78
00006595,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$133.22
00006596,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$156.78
00006597,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$185.53
00006598,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$116.08
00006599,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$2809.10
00006600,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$894.93
00006601,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$53.42
00006602,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$364.65
00006603,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$228.98
00006604,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$1375.05
00006605,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$469.28
00006606,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$17.25
00006607,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$3413.00
00006608,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$1611.65
00006609,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$148.94
00006610,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$3802.51
00006611,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$97.63
00006612,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$71.90
00006613,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$9096.90
00006614,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$11745.17
00006615,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$2365.46
00006616,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$116.08
00006617,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$41472.00
00006618,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$709.97
00006619,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$10398.37
00006620,0000010003,EVERSOURCE CL&P,02/10/2015 12:00:00 AM,Utility: electricity,$2389.94
00006559,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$616.33
00006562,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$1510.22
00006563,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$1118.48
00006564,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$1174.48
00006565,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$1800.30
00006566,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$412.59
00006567,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$3274.12
00006568,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$416.15
00006569,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$46.00
00006570,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,02/10/2015 12:00:00 AM,Natural gas,$602.59
00006578,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$60.59
00006579,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$1767.09
00006580,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$1869.71
00006581,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$123.63
00006582,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$89.89
00006583,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$21.51
00006584,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$41.78
00006585,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$53.08
00006586,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$78.68
00006587,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$33.53
00006588,0000010072,THE CONNECTICUT WATER CO,02/10/2015 12:00:00 AM,Water Utility,$28.86
00006558,0000000059,TOWN OF GROTON,02/10/2015 12:00:00 AM,Sewer Utility,$1038.85
00006561,0000010142,VERIZON WIRELESS,02/10/2015 12:00:00 AM,Telephone,$98.18
00006629,0000103314,BANK OF AMERICA NA,02/11/2015 12:00:00 AM,P-card purchase,$15.00
00006641,0000019145,CRYOTECH DEICING TECHNOLOGY,02/11/2015 12:00:00 AM,Anti-Freeze,$19152.00
00006648,DASS1,DEPT OF ADMINISTRATIVE SERVICES,02/11/2015 12:00:00 AM,Rental motor pool,$1540.00
00006643,0000142446,GENESIS LAMP CORP,02/11/2015 12:00:00 AM,Elect Parts street light,$2423.57
00006649,0000010124,GLOBAL PAYMENTS DIRECT INC,02/11/2015 12:00:00 AM,Fees,$1.40
00006640,0000086049,GRANITE CITY ELECTRIC SUPPLY,02/11/2015 12:00:00 AM,Elect Suppl building,$1061.76
00006639,0000010830,HERB HOLDEN TRUCKING INC,02/11/2015 12:00:00 AM,Rental Trucks/Vehicle,$3553.20
00006644,0000010301,INTERSTATE FORD TRUCK SALES INC DBA,02/11/2015 12:00:00 AM,Repr & Serv MV,$1799.72
00006646,0000134501,JACOBS ENGINEERING GROUP INC,02/11/2015 12:00:00 AM,CWIP: Capital Project Expense,$16962.89
00006628,0000059169,JP MORGAN CHASE BANK,02/11/2015 12:00:00 AM,Misc Hwy Material,$18447.57
00006638,0000085565,PAVING MAINTENANCE SUPPLY INC,02/11/2015 12:00:00 AM,Misc Bituminous Mat,$777.00
00006642,0000010231,SECURITY UNIFORMS INC,02/11/2015 12:00:00 AM,Clothing,$430.00
00006645,0000010543,SHIPMANS FIRE EQUIP CO INC,02/11/2015 12:00:00 AM,Replace Parts equip,$250.00
00006635,0000010195,ST FRANCIS HOSPITAL & MEDICAL CENTER,02/11/2015 12:00:00 AM,Empl Edu Costs (tuition),$175.00
00006636,0000010195,ST FRANCIS HOSPITAL & MEDICAL CENTER,02/11/2015 12:00:00 AM,Empl Edu Costs (tuition),$350.00
00006627,0000010009,SUBURBAN STATIONERS INC,02/11/2015 12:00:00 AM,Office Supplies,$203.33
00006637,0000010009,SUBURBAN STATIONERS INC,02/11/2015 12:00:00 AM,Office Supplies,$202.98
00006647,0000052616,UNITED ROTARY BRUSH CORP,02/11/2015 12:00:00 AM,Replace Parts equip,$13266.00
00006631,0000010101,USA HAULING & RECYCLING INC,02/11/2015 12:00:00 AM,Trash Removal,$178.90
00006632,0000010101,USA HAULING & RECYCLING INC,02/11/2015 12:00:00 AM,Trash Removal,$114.00
00006633,0000010101,USA HAULING & RECYCLING INC,02/11/2015 12:00:00 AM,Trash Removal,$142.50
00006634,0000010101,USA HAULING & RECYCLING INC,02/11/2015 12:00:00 AM,Trash Removal,$85.50
00006630,0000010142,VERIZON WIRELESS,02/11/2015 12:00:00 AM,Telephone,$893.28
00006662,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,02/13/2015 12:00:00 AM,Contract Work buildings,$288.00
00006664,0000015133,AMERESCO SELECT INC,02/13/2015 12:00:00 AM,Utility: electricity,$344099.38
00006658,0000010512,BACHER CORPORATION OF CONN,02/13/2015 12:00:00 AM,Replace Parts equip,$600.00
